NUMERO_REDS;ANO_FATO;MES_NUMERICO;MES_DESCRICAO;DIA_NUMERICO;DATA_FATO;HORARIO_FATO;DIA_DA_SEMANA_FATO;DIA_DA_SEMANA_NUMERICO;FAIXA_HORA_1;FAIXA_HORA_6;DATA_HORA_COMUNICACAO;UF;MUNICIPIO;CODIGO_MUNICIPIO;BAIRRO;BAIRRO_NAO_CADASTRADO;TIPO_LOGRADOURO;LOGRADOURO;LOGRADOURO_NAO_CADASTRADO;NUMERO_LOGRADOURO;NUMERO_LOGRADOURO_NAO_CADASTRADO;DESCRICAO_LOCALIZACAO;CODIGO_NATUREZA_PRINCIPAL;DESCR_NATUREZA_PRINCIPAL;TENTADO_CONSUMADO_PRINCIPAL;CODIGO_NATUREZA_SECUNDARIA1;DESCR_NATUREZA_SECUNDARIA1;TENTADO_CONSUMADO_SECUNDARIA1;CODIGO_NATUREZA_SECUNDARIA2;DESCR_NATUREZA_SECUNDARIA2;TENTADO_CONSUMADO_SECUNDARIA2;CODIGO_NATUREZA_SECUNDARIA3;DESCR_NATUREZA_SECUNDARIA3;TENTADO_CONSUMADO_SECUNDARIA3;COMPLEMENTO_NATUREZA;CODIGO_COMPLEMENTO_NATUREZA;CAUSA_PRESUMIDA;CODIGO_CAUSA_PRESUMIDA;DESCRICAO_MEIO_UTILIZADO;CODIGO_MEIO_UTILIZADO;DESCRICAO_LOCAL_IMEDIATO;CODIGO_LOCAL_IMEDIATO;LATITUDE;LONGITUDE;CODIGO_UNID_AREA_MILITAR;UNID_AREA_MILITAR;CODIGO_UNID_AREA_NIVEL_4;UNID_AREA_NIVEL_4;CODIGO_UNID_AREA_NIVEL_5;UNID_AREA_NIVEL_5;CODIGO_UNID_AREA_NIVEL_6;UNID_AREA_NIVEL_6;CODIGO_UNID_REGISTRO_NIVEL_4;UNID_REGISTRO_NIVEL_4;CODIGO_UNID_REGISTRO_NIVEL_5;UNID_REGISTRO_NIVEL_5;CODIGO_UNID_REGISTRO_NIVEL_6;UNID_REGISTRO_NIVEL_6;CODIGO_UNID_REGISTRO_NIVEL_7;UNID_REGISTRO_NIVEL_7;SETOR;SUB_SETOR;QTDE_ARMAS_FOGO;QTDE_PRISAO;SINALIZADO;TIPO_AUDITORIA;IMV_B01121;IMV_B02001;IMV_B01148;IMV_B01504;IMV_B01129;IMV_C01157;IMV_TOTAL;ICVPE_B01121;ICVPE_B01121_MILITAR;ICVPE_B02001;ICVPE_B01148;ICVPE_B01504;ICVPE_TOTAL;ICVPA_C01157;ICVPA_C01158;ICVPA_C01159;ICVPA_TOTAL;IFZR;OSTR;IFRV;TCO;ARMAS;MATERIAIS;VEICULOS;RECOBRIMENTO
2026-024972825-001;2026;6;JUNHO;1;01/06/2026;15:38:17;SEGUNDA-FEIRA;1;"De 15:00 as 15:59";"De 12:00 as 17:59";"01/06/2026 15:38:00";MG;UBERABA;317010;"NOSSA SENHORA DA ABADIA";;RUA;"DOUTOR LUDOVICE";;238;;"PERIMETRO URBANO";E08019;"PORTE ILEGAL DE ARMA BRANCA";CONSUMADO;;;;;;;;;;TRANSEUNTE;111;IGNORADO;9800;IGNORADO;9800;"VIA DE ACESSO PUBLICA";2101;-19,7600484;-47,9326262;763;"2 PEL/40 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";761;"40 CIA PM/4 BPM/5 RPM";M1842;"5 RPM";M0760;"4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";4.40.2;4.40.2.1;0;1;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SIM;;"situacaoDescricao:APREENDIDO/tipoObjetoDescricao:OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:---/quantidadeMaterial:---/|";;0
2026-024934757-001;2026;6;JUNHO;1;01/06/2026;09:53:00;SEGUNDA-FEIRA;1;"De 09:00 as 09:59";"De 06:00 as 11:59";"01/06/2026 09:53:00";MG;UBERABA;317010;INVÁLIDO;;RODOVIA;"AMG 2555";;6;;"PERIMETRO URBANO";T10161;"APLICACAO  MEDIDAS ADM PREVISTAS NO ARTIGO 269 DO CTB";CONSUMADO;;;;;;;;;;"PROPRIETARIO / CONDUTOR DE VEICULO";110;"OUTROS - CAUSAS RELACIONADAS A TRANSITO";299;VEICULO;1100;"VIA DE ACESSO PUBLICA";2101;-19,7555439;-47,8794693;762;"1 PEL/40 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";761;"40 CIA PM/4 BPM/5 RPM";M10456;CPE;M1655;BPMRV/CPE;M0104;"6 CIA PM RV/BPMRV/CPE";M2682;"3 PEL RV/6 CIA PM RV/BPMRV/CPE";4.40.1;4.40.1.1;0;0;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;;;"situacaoPlacaDescricao:REMOVIDO/motivoApreensaoDescricao:APREENSAO POR INFRACAO DE TRANSITO/categoriaVeiculoDescricao:PARTICULAR/especieVeiculoDescricao:PASSAGEIRO/tipoVeiculoDescricao:AUTOMOVEL/marcaModeloDescricao:VW/NOVO GOL TL MBV/corVeiculoDescricao:BRANCA/anoFabricacao:2017/|";0
2026-024935134-001;2026;6;JUNHO;1;01/06/2026;09:10:00;SEGUNDA-FEIRA;1;"De 09:00 as 09:59";"De 06:00 as 11:59";"01/06/2026 12:10:00";MG;UBERABA;317010;INVÁLIDO;;RODOVIA;"AMG 2555";;6;;"PERIMETRO URBANO";T10161;"APLICACAO  MEDIDAS ADM PREVISTAS NO ARTIGO 269 DO CTB";CONSUMADO;;;;;;;;;;"PROPRIETARIO / CONDUTOR DE VEICULO";110;"OUTRAS MOTIVACOES/CAUSAS ";9900;VEICULO;1100;"VIA DE ACESSO PUBLICA";2101;-19,7555439;-47,8794693;762;"1 PEL/40 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";761;"40 CIA PM/4 BPM/5 RPM";M10456;CPE;M1655;BPMRV/CPE;M0104;"6 CIA PM RV/BPMRV/CPE";M2682;"3 PEL RV/6 CIA PM RV/BPMRV/CPE";4.40.1;4.40.1.1;0;0;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;;;"situacaoPlacaDescricao:REMOVIDO/motivoApreensaoDescricao:APREENSAO POR INFRACAO DE TRANSITO/categoriaVeiculoDescricao:PARTICULAR/especieVeiculoDescricao:PASSAGEIRO/tipoVeiculoDescricao:AUTOMOVEL/marcaModeloDescricao:VW/GOLF/corVeiculoDescricao:PRETA/anoFabricacao:---/|";0
2026-025042675-001;2026;6;JUNHO;1;01/06/2026;22:18:46;SEGUNDA-FEIRA;1;"De 22:00 as 22:59";"De 18:00 as 23:59";"01/06/2026 22:18:00";MG;UBERABA;317010;"JARDIM SAO BENTO";;RUA;"COMANDANTE MEIRA JUNIOR";;850;;"PERIMETRO URBANO";I04033;"TRAFICO ILICITO DE DROGAS";CONSUMADO;;;;;;;;;;;;"VANTAGEM ECONOMICA";124;"TRAFICAR DROGAS";5600;"VIA DE ACESSO PUBLICA";2101;-19,7272486;-47,9464147;770;"1 PEL/41 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";768;"41 CIA PM/4 BPM/5 RPM";M1842;"5 RPM";M0760;"4 BPM/5 RPM";M3130;"147 CIA TM/4 BPM/5 RPM";M3130;"147 CIA TM/4 BPM/5 RPM";4.41.1;4.41.1.1;0;1;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;;"situacaoDescricao:APREENDIDO/tipoObjetoDescricao:CRACK EM PEDRAS/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:UNIDADE/quantidadeMaterial:18/|situacaoDescricao:APREENDIDO/tipoObjetoDescricao:PAPELOTES DE COCAINA/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:---/quantidadeMaterial:---/|situacaoDescricao:APREENDIDO/tipoObjetoDescricao:TELEFONE CELULAR/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:UNIDADE/quantidadeMaterial:1/|situacaoDescricao:APREENDIDO/tipoObjetoDescricao:MOEDA NACIONAL (REAL)/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:---/quantidadeMaterial:---/|situacaoDescricao:APREENDIDO/tipoObjetoDescricao:MOEDA NACIONAL (REAL)/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:---/quantidadeMaterial:---/|";;0
2026-024894963-001;2026;6;JUNHO;1;01/06/2026;07:15:21;SEGUNDA-FEIRA;1;"De 07:00 as 07:59";"De 06:00 as 11:59";"01/06/2026 07:15:00";MG;UBERABA;317010;"SAO VICENTE";;RUA;IGUATAMA;;871;;"PERIMETRO URBANO";E08019;"PORTE ILEGAL DE ARMA BRANCA";CONSUMADO;;;;;;;;;;TRANSEUNTE;111;"DROGA ILICITA / ENTORPECENTE";113;"INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BRANCA)";1900;"VIA DE ACESSO PUBLICA";2101;-19,7650056;-47,9194336;763;"2 PEL/40 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";761;"40 CIA PM/4 BPM/5 RPM";M1842;"5 RPM";M0760;"4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";4.40.2;4.40.2.2;0;1;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SIM;;"situacaoDescricao:APREENDIDO/tipoObjetoDescricao:OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:UNIDADE/quantidadeMaterial:1/|";;0
2026-025225103-001;2026;6;JUNHO;2;02/06/2026;22:22:33;TERCA-FEIRA;2;"De 22:00 as 22:59";"De 18:00 as 23:59";"02/06/2026 22:22:00";MG;UBERABA;317010;"VILA SAO VICENTE";;AVENIDA;"ORLANDO RODRIGUES CUNHA";;2120;;"PERIMETRO URBANO";A08000;"FORAGIDO DA JUSTICA";CONSUMADO;;;;;;;;;;TRANSEUNTE;111;"OUTRAS MOTIVACOES/CAUSAS ";9900;"OUTROS MEIOS ";9900;"VIA DE ACESSO PUBLICA";2101;-19,7665575;-47,9207201;764;"3 PEL/40 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";761;"40 CIA PM/4 BPM/5 RPM";M1842;"5 RPM";M0760;"4 BPM/5 RPM";M3130;"147 CIA TM/4 BPM/5 RPM";M3130;"147 CIA TM/4 BPM/5 RPM";4.40.3;4.40.3.2;0;1;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;;;;0
2026-025010288-001;2026;6;JUNHO;1;01/06/2026;18:45:20;SEGUNDA-FEIRA;1;"De 18:00 as 18:59";"De 18:00 as 23:59";"01/06/2026 18:45:00";MG;UBERABA;317010;"NOSSA SENHORA DA ABADIA";;AVENIDA;"NELSON FREIRE";;641;;"PERIMETRO URBANO";E08019;"PORTE ILEGAL DE ARMA BRANCA";CONSUMADO;;;;;;;;;;TRANSEUNTE;111;"DROGA ILICITA / ENTORPECENTE";113;"INST.CONTUNDENTE/CORTANTE/PERFURANTE (ARMA BRANCA)";1900;"VIA DE ACESSO PUBLICA";2101;-19,7634794;-47,9286816;763;"2 PEL/40 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";761;"40 CIA PM/4 BPM/5 RPM";M1842;"5 RPM";M0760;"4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";4.40.2;4.40.2.1;0;1;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SIM;;"situacaoDescricao:RECOLHIDO/tipoObjetoDescricao:OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:UNIDADE/quantidadeMaterial:1/|";;0
2026-024932234-001;2026;6;JUNHO;1;01/06/2026;08:35:00;SEGUNDA-FEIRA;1;"De 08:00 as 08:59";"De 06:00 as 11:59";"01/06/2026 08:35:00";MG;UBERABA;317010;"NOSSA SENHORA DA ABADIA";;RUA;"MONSENHOR INACIO";;565;;"PERIMETRO URBANO";I04028;"USO E CONSUMO DE DROGAS";CONSUMADO;;;;;;;;;;;;"DEPENDENCIA QUIMICA / VICIO";410;"TRANSPORTAR/TRAZER CONSIGO DROGAS CONSUMO PESSOAL ";6200;"VIA DE ACESSO PUBLICA";2101;-19,7650858;-47,924059;763;"2 PEL/40 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";761;"40 CIA PM/4 BPM/5 RPM";M1842;"5 RPM";M0760;"4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";4.40.2;4.40.2.2;0;1;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SIM;;"situacaoDescricao:APREENDIDO/tipoObjetoDescricao:CRACK EM PEDRAS/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:UNIDADE/quantidadeMaterial:3/|";;0
2026-025378364-001;2026;6;JUNHO;3;03/06/2026;17:40:30;QUARTA-FEIRA;3;"De 17:00 as 17:59";"De 12:00 as 17:59";"03/06/2026 17:40:00";MG;UBERABA;317010;"VILA SAO VICENTE";;AVENIDA;CONTORNO;;445;;"PERIMETRO URBANO";T10161;"APLICACAO  MEDIDAS ADM PREVISTAS NO ARTIGO 269 DO CTB";CONSUMADO;;;;;;;;;;"VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS";2012;INEXISTENTE;9700;INEXISTENTE;9700;"VIA DE ACESSO PUBLICA";2101;-19,7676371;-47,9176957;764;"3 PEL/40 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";761;"40 CIA PM/4 BPM/5 RPM";M1842;"5 RPM";M0760;"4 BPM/5 RPM";M3130;"147 CIA TM/4 BPM/5 RPM";M3130;"147 CIA TM/4 BPM/5 RPM";4.40.3;4.40.3.2;0;0;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;;;"situacaoPlacaDescricao:REMOVIDO/motivoApreensaoDescricao:---/categoriaVeiculoDescricao:PARTICULAR/especieVeiculoDescricao:PASSAGEIRO/tipoVeiculoDescricao:MOTOCICLETA/marcaModeloDescricao:HONDA/XRE 300/corVeiculoDescricao:PRETA/anoFabricacao:2011/|";0
2026-025215885-001;2026;6;JUNHO;2;02/06/2026;21:22:18;TERCA-FEIRA;2;"De 21:00 as 21:59";"De 18:00 as 23:59";"02/06/2026 21:22:00";MG;UBERABA;317010;"COSTA TELLES I";;RUA;"JOANA MARIA JESUS";;154;;"PERIMETRO URBANO";I04033;"TRAFICO ILICITO DE DROGAS";CONSUMADO;I04028;"USO E CONSUMO DE DROGAS";CONSUMADO;;;;;;;;;"VANTAGEM ECONOMICA";124;"TRAFICAR DROGAS";5600;"LOCAL EM CONSTRUCAO OU DEMOLICAO";1815;-19,7650811;-47,9056651;764;"3 PEL/40 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";761;"40 CIA PM/4 BPM/5 RPM";M1842;"5 RPM";M0760;"4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";4.40.3;4.40.3.2;0;2;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;;"situacaoDescricao:APREENDIDO/tipoObjetoDescricao:CRACK EM PEDRAS/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:UNIDADE/quantidadeMaterial:6/|situacaoDescricao:APREENDIDO/tipoObjetoDescricao:MOEDA NACIONAL (REAL)/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:---/quantidadeMaterial:---/|situacaoDescricao:APREENDIDO/tipoObjetoDescricao:OUTROS - INSTRUMENTO PERFURANTE, CORTANTE OU CONTUNDENTE/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:UNIDADE/quantidadeMaterial:1/|situacaoDescricao:APREENDIDO/tipoObjetoDescricao:CRACK EM PEDRAS/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:UNIDADE/quantidadeMaterial:2/|";;0
2026-025272191-001;2026;6;JUNHO;3;03/06/2026;08:29:13;QUARTA-FEIRA;3;"De 08:00 as 08:59";"De 06:00 as 11:59";"03/06/2026 08:29:00";MG;UBERABA;317010;"VILA SAO VICENTE";;AVENIDA;CONTORNO;;397;;"PERIMETRO URBANO";T10161;"APLICACAO  MEDIDAS ADM PREVISTAS NO ARTIGO 269 DO CTB";CONSUMADO;;;;;;;;;;MOTOCICLETA;618;"OUTROS - CAUSAS RELACIONADAS A TRANSITO";299;VEICULO;1100;"VIA DE ACESSO PUBLICA";2101;-19,7677869;-47,9178852;764;"3 PEL/40 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";761;"40 CIA PM/4 BPM/5 RPM";M1842;"5 RPM";M0760;"4 BPM/5 RPM";M3130;"147 CIA TM/4 BPM/5 RPM";M3130;"147 CIA TM/4 BPM/5 RPM";4.40.3;4.40.3.2;0;0;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;;;"situacaoPlacaDescricao:REMOVIDO/motivoApreensaoDescricao:APREENSAO POR INFRACAO DE TRANSITO/categoriaVeiculoDescricao:PARTICULAR/especieVeiculoDescricao:PASSAGEIRO/tipoVeiculoDescricao:MOTOCICLETA/marcaModeloDescricao:YAMAHA/FACTOR YBR125 K/corVeiculoDescricao:PRETA/anoFabricacao:2010/|";0
2026-025083788-001;2026;6;JUNHO;2;02/06/2026;09:14:31;TERCA-FEIRA;2;"De 09:00 as 09:59";"De 06:00 as 11:59";"02/06/2026 09:14:00";MG;UBERABA;317010;"JARDIM AMERICA";;RUA;"SAO PEDRO";;1531;;"PERIMETRO URBANO";I04028;"USO E CONSUMO DE DROGAS";CONSUMADO;A05000;"AVERIGUA PESSOA / VEICULO EM ATITUDE SUSPEITA";CONSUMADO;;;;;;;;;"DEPENDENCIA QUIMICA / VICIO";410;"ADQUIRIR DROGAS PARA CONSUMO PESSOAL";6100;"VIA DE ACESSO PUBLICA";2101;-19,7687365;-47,9228591;764;"3 PEL/40 CIA PM/4 BPM/5 RPM";1842;"5 RPM";760;"4 BPM";761;"40 CIA PM/4 BPM/5 RPM";M1842;"5 RPM";M0760;"4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";M0761;"40 CIA PM/4 BPM/5 RPM";4.40.3;4.40.3.2;0;1;NÃO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SIM;;"situacaoDescricao:APREENDIDO/tipoObjetoDescricao:BUCHA DE MACONHA/marcaPadrao:---/modeloPadrao:---/unidadeMedidaDescricao:UNIDADE/quantidadeMaterial:6/|";;0
